incident_id,year,month,airline,manufacturer,manufacture_year,incident_type,primary_cause,is_fatal
AV003232,1973,3,China Southern,Douglas,1963,Engine Failure,maintenance,0
AV003233,1989,13,China Southern,McDonnell Douglas,1987,Controlled Flight into Terrain (CFIT),navigation,2
AV003234,1973,12,GOL Airlines,Fokker,1970,Fuel Exhaustion,crew error,0
AV003235,1975,4,Air Berlin,McDonnell Douglas,1990,Gear Failure,mechanical,0
AV003236,1974,11,Batik Air,Hawker,1965,Loss of Control - Inflight (LOC-I),weather,1
AV003237,2018,6,Air China,Vickers,2006,Loss of Control - Inflight (LOC-I),crew error,0
AV003238,1979,3,Qantas,Vickers,1960,Bird Strike,environmental,0
AV003239,1982,4,Iberia,Embraer,2000,Runway Excursion,crew error,0
AV003240,1981,2,Swissair,Boeing,2010,Windshear / Microburst,crew error,0
AV003241,2012,3,China Southern,Dornier,2005,Turbulence,weather,-1
AV003242,1991,6,Ansett Australia,Ilyushin,1976,Engine Failure,mechanical,0
AV003243,2014,12,Air Berlin,Boeing,2011,Loss of Control - Inflight (LOC-I),crew error,0
AV003244,1980,9,Eastern Air Lines,Sud Aviation,1969,Controlled Flight into Terrain (CFIT),crew error,1
AV003245,1973,12,Air France,Embraer,2000,Controlled Flight into Terrain (CFIT),crew error,1
AV003246,1990,10,ASKY Airlines,Bombardier,2000,Runway Excursion,runway condition,1
-,1982,7,South African Airways,Boeing,1980,Loss of Control - Inflight (LOC-I),weather,1
AV003248,2004,2,Tarom,Boeing,2010,Bird Strike,environmental,0
AV003249,2010,4,Monarch Airlines,Boeing,2010,Runway Excursion,weather,0
AV003250,1987,7,Condor,Ilyushin,1970,Sabotage / Terrorism,terrorism,1
AV003251,2020,10,Sabena,Boeing,2018,Runway Incursion,ground vehicle,0
AV003252,1990,3,Pan American World Airways,De Havilland,1987,Windshear / Microburst,crew error,0
AV003253,1979,13,Rossiya Airlines,Boeing,2010,Fire / Smoke,cargo,2
AV003254,1987,5,Saurya Airlines,Ilyushin,1980,Engine Failure,maintenance,0
AV003255,1971,4,Aeromexico,Boeing,1980,Loss of Control - Inflight (LOC-I),crew error,1
AV003256,2004,4,Alitalia,Ilyushin,2004,Icing,weather,0
AV003257,1973,10,China Southern,Airbus,2010,Loss of Control - Inflight (LOC-I),mechanical,1
AV003258,1980,1,Cebu Pacific,Sukhoi,2010,Fire / Smoke,mechanical,0
AV003259,1991,13,Ethiopian Airlines,Boeing,1970,Controlled Flight into Terrain (CFIT),weather,2
AV003260,1971,5,Avianca,Airbus,1990,Controlled Flight into Terrain (CFIT),navigation,1
AV003261,1972,10,Biman Bangladesh,Boeing,1980,Runway Incursion,ground vehicle,0
AV003262,1997,12,Allegiant Air,Airbus,1990,Runway Incursion,ground vehicle,0
AV003263,1972,12,Allegiant Air,Boeing,2010,Controlled Flight into Terrain (CFIT),navigation,1
AV003264,1987,10,Saurya Airlines,Sukhoi,2010,Runway Excursion,runway condition,0
AV003265,1981,1,Varig,Boeing,2010,Controlled Flight into Terrain (CFIT),crew error,1
-,1977,1,TAP Air Portugal,Boeing,1990,Turbulence,weather,0
AV003267,1976,4,Ural Airlines,Boeing,1980,Runway Excursion,runway condition,1
AV003268,2001,4,TAP Air Portugal,Fokker,1990,Fuel Exhaustion,crew error,1
-,2018,1,Biman Bangladesh,Convair,1989,Gear Failure,maintenance,0
AV003270,1974,8,Transavia,Yakovlev,1980,Loss of Control - Inflight (LOC-I),crew error,1
AV003271,2019,13,MIAT Mongolian,Bombardier,2009,Sabotage / Terrorism,terrorism,2
AV003272,1992,12,LOT Polish Airlines,ATR,1982,Controlled Flight into Terrain (CFIT),navigation,0
AV003273,1994,4,Pan American World Airways,Cessna,1980,Turbulence,weather,-1
AV003274,1998,2,Thai Airways,Boeing,2010,Runway Excursion,runway condition,-1
-,1998,7,TWA,Sukhoi,2010,Runway Incursion,ATC error,-1
AV003276,2005,5,GOL Airlines,Vickers,1990,Structural Failure,manufacturing,0
AV003277,1987,10,Mexicana de Aviación,Vickers,1983,Runway Incursion,ATC error,0
-,1989,13,Olympic Airways,Airbus,1990,Loss of Control - Inflight (LOC-I),weather,-1
AV003279,1981,1,S7 Airlines,ATR,1980,Runway Incursion,ground vehicle,0
AV003280,1973,7,Adria Airways,Britten-Norman,1970,Gear Failure,maintenance,0
AV003281,1996,3,Asiana Airlines,ATR,1988,Sabotage / Terrorism,security breach,1
AV003282,1971,13,Qantas,Boeing,1980,Structural Failure,manufacturing,2
-,1979,3,IndiGo,Embraer,2000,Gear Failure,mechanical,-1
AV003284,1973,11,Air India,McDonnell Douglas,1990,Sabotage / Terrorism,security breach,1
AV003285,1976,3,Conviasa,Boeing,1990,Fuel Exhaustion,dispatch error,-1
AV003286,1994,5,TUI Airways,De Havilland,1991,Bird Strike,wildlife,-1
-,1994,6,Southwest Airlines,Piper,1985,Gear Failure,maintenance,0
AV003288,1985,5,WestJet,Tupolev,1979,Runway Excursion,weather,1
AV003289,1973,9,Croatia Airlines,Boeing,1970,Structural Failure,manufacturing,1
AV003290,1985,6,Air India,Fokker,1973,Turbulence,crew error,0
AV003291,1982,4,Vueling,Airbus,2010,Windshear / Microburst,weather,-1
AV003292,1998,8,China Southern,McDonnell Douglas,1991,Bird Strike,wildlife,0
AV003293,1991,3,ANA,Embraer,1990,Bird Strike,environmental,0
AV003294,1988,5,Air China,CASA,1980,Turbulence,weather,0
AV003295,1987,13,Spirit Airlines,Boeing,2000,Sabotage / Terrorism,terrorism,-1
AV003296,2020,8,Aeroflot,Boeing,2000,Windshear / Microburst,weather,0
-,2000,7,Tarom,Cessna,2000,Gear Failure,mechanical,1
AV003298,1988,7,China Southern,Boeing,1971,Engine Failure,maintenance,0
-,1987,7,Allegiant Air,McDonnell Douglas,1978,Turbulence,crew error,0
AV003300,1970,3,TAP Air Portugal,Hawker,1960,Bird Strike,environmental,0
AV003301,2017,4,Air Algérie,Airbus,2007,Runway Incursion,crew error,0
AV003302,1981,12,Finnair,Tupolev,1977,Sabotage / Terrorism,terrorism,0
-,1978,11,China Southern,Boeing,1990,Engine Failure,manufacturing,0
AV003304,2024,8,TUI Airways,Airbus,2015,Controlled Flight into Terrain (CFIT),navigation,0
AV003305,1998,8,KLM,Airbus,1990,Engine Failure,maintenance,0
AV003306,1971,4,South African Airways,Bombardier,2000,Turbulence,crew error,0
AV003307,1972,1,Finnair,ATR,2010,Loss of Control - Inflight (LOC-I),mechanical,1
AV003308,1970,10,Sky Express,Airbus,2010,Cargo Issue,dangerous goods,0
AV003309,1992,5,S7 Airlines,Boeing,1980,Bird Strike,environmental,0
AV003310,1972,5,Ural Airlines,BAC,1960,Runway Excursion,weather,1
AV003311,2016,13,Eastern Air Lines,Antonov,2002,Controlled Flight into Terrain (CFIT),weather,2
AV003312,2016,7,TAP Air Portugal,Boeing,2009,Bird Strike,wildlife,0
AV003313,1990,9,Thomas Cook Airlines,Airbus,2010,Sabotage / Terrorism,terrorism,0
AV003314,1993,13,Turkish Airlines,Airbus,2000,Fire / Smoke,cargo,2
AV003315,1980,11,Air China,Hawker,1964,Engine Failure,mechanical,0
-,1972,8,WestJet,Airbus,2010,Controlled Flight into Terrain (CFIT),navigation,1
AV003317,1999,12,Mexicana de Aviación,BAC/Aero,1989,Runway Incursion,ground vehicle,-1
AV003318,1973,9,China Eastern,Boeing,2000,Engine Failure,maintenance,1
AV003319,1972,12,Pakistan International,Embraer,2000,Runway Excursion,crew error,0
AV003320,1980,6,Eastern Air Lines,Boeing,2010,Turbulence,crew error,-1
AV003321,1970,11,Delta Air Lines,Boeing,2000,Fuel Exhaustion,dispatch error,0
AV003322,1985,12,SpiceJet,Airbus,1980,Engine Failure,maintenance,0
AV003323,1998,1,Air Koryo,Bombardier,2000,Gear Failure,mechanical,-1
AV003324,2004,7,Varig,Boeing,2000,Runway Excursion,weather,-1
AV003325,1993,8,British Airways,Saab,1986,Gear Failure,maintenance,0
AV003326,2007,2,Ryanair,Cessna,1998,Runway Incursion,crew error,0
AV003327,1984,8,Tarom,Saab,1981,Loss of Control - Inflight (LOC-I),mechanical,1
AV003328,2007,9,South African Airways,Boeing,1989,Windshear / Microburst,weather,-1
AV003329,1988,7,Iberia,BAC/Aero,1983,Loss of Control - Inflight (LOC-I),crew error,1
AV003330,1977,11,Aeromexico,Britten-Norman,1970,Turbulence,crew error,0
AV003331,2017,9,British Airways,Dornier,2007,Runway Excursion,crew error,0
AV003332,1979,7,EgyptAir,Yakovlev,1980,Engine Failure,maintenance,0
AV003333,1970,6,TAAG Angola Airlines,Embraer,2000,Midair Collision,crew error,1
AV003334,1978,5,Croatia Airlines,Airbus,1990,Runway Excursion,weather,0
AV003335,1983,3,Avianca,CASA,1980,Sabotage / Terrorism,security breach,1
AV003336,1982,12,TWA,Airbus,1990,Controlled Flight into Terrain (CFIT),weather,1
AV003337,1989,3,LATAM Airlines,Boeing,1990,Gear Failure,maintenance,0
AV003338,2010,2,Biman Bangladesh,Airbus,2000,Loss of Control - Inflight (LOC-I),crew error,0
AV003339,1980,4,China Eastern,Embraer,1990,Turbulence,weather,0
AV003340,1989,5,Wizz Air,Hawker,1981,Loss of Control - Inflight (LOC-I),crew error,0
AV003341,1982,13,Nepal Airlines,Dornier,1990,Icing,de-icing failure,2
AV003342,2005,4,IndiGo,Bombardier,2000,Fuel Exhaustion,dispatch error,0
AV003343,1975,10,Rossiya Airlines,Boeing,2010,Icing,weather,1
AV003344,1973,5,Kenya Airways,Boeing,1970,Gear Failure,mechanical,0
AV003345,1988,12,Alitalia,De Havilland,1980,Runway Incursion,ground vehicle,0
AV003346,1996,13,Cathay Pacific,Airbus,2010,Fire / Smoke,mechanical,2
AV003347,2003,11,Sabena,Sukhoi,2010,Icing,weather,0
AV003348,1992,6,Ansett Australia,Embraer,2000,Icing,crew error,0
AV003349,2002,13,Cebu Pacific,Airbus,2010,Controlled Flight into Terrain (CFIT),weather,2
AV003350,1984,3,Kenya Airways,Hawker,1973,Loss of Control - Inflight (LOC-I),weather,0
-,1971,2,Nepal Airlines,Hawker,1965,Runway Excursion,crew error,0
-,1974,4,Aer Lingus,Boeing,2010,Runway Excursion,crew error,1
-,1971,4,Flydubai,Fokker,1990,Bird Strike,wildlife,0
AV003354,1981,3,Air China,Bombardier,1990,Fire / Smoke,electrical,0
AV003355,1988,10,Adria Airways,Boeing,2010,Engine Failure,manufacturing,0
AV003356,1982,9,Wizz Air,ATR,1980,Loss of Control - Inflight (LOC-I),weather,0
AV003357,1990,9,Olympic Airways,Airbus,1990,Runway Incursion,crew error,0
AV003358,1987,7,Wizz Air,Dornier,1990,Controlled Flight into Terrain (CFIT),crew error,0
AV003359,1996,1,LATAM Airlines,Airbus,2010,Bird Strike,wildlife,0
AV003360,1996,7,Alitalia,Airbus,1994,Fire / Smoke,electrical,1
AV003361,1981,7,Sabena,Airbus,1990,Cargo Issue,loading error,0
AV003362,1982,9,Royal Air Maroc,Boeing,1980,Engine Failure,mechanical,0
AV003363,1992,2,Ryanair,Hawker,1978,Icing,crew error,-1
AV003364,1992,3,Aeromexico,Embraer,1990,Controlled Flight into Terrain (CFIT),weather,-1
AV003365,1980,12,Allegiant Air,Embraer,2000,Engine Failure,manufacturing,0
AV003366,1981,10,Pan American World Airways,Boeing,1980,Turbulence,weather,1
-,1997,9,Air Algérie,Airbus,2010,Loss of Control - Inflight (LOC-I),crew error,-1
AV003368,1995,8,Royal Air Maroc,Let,1984,Controlled Flight into Terrain (CFIT),navigation,1
AV003369,1974,6,TWA,Airbus,2010,Cargo Issue,dangerous goods,0
AV003370,1986,11,Rossiya Airlines,Bombardier,2000,Runway Excursion,runway condition,0
AV003371,2011,6,Ansett Australia,Ilyushin,1994,Cargo Issue,dangerous goods,1
AV003372,1971,8,SriLankan Airlines,Fokker,1980,Midair Collision,crew error,1
AV003373,2008,13,Avianca,Cessna,2003,Structural Failure,maintenance,2
AV003374,1975,1,Singapore Airlines,Sud Aviation,1964,Runway Incursion,ATC error,0
AV003375,1988,12,Iberia,Boeing,1980,Fuel Exhaustion,dispatch error,0
AV003376,1985,7,Sunwing Airlines,Airbus,1971,Loss of Control - Inflight (LOC-I),weather,0
AV003377,1970,8,Thomas Cook Airlines,Beechcraft,1980,Turbulence,crew error,0
AV003378,2014,4,Avianca,Airbus,1997,Controlled Flight into Terrain (CFIT),weather,-1
AV003379,1986,8,Spanair,Boeing,2010,Cargo Issue,loading error,0
AV003380,2018,1,TAAG Angola Airlines,Embraer,2014,Bird Strike,environmental,0
AV003381,1979,13,Thomas Cook Airlines,Boeing,1990,Bird Strike,wildlife,2
-,2009,9,Transavia,Boeing,2003,Engine Failure,maintenance,0
-,2014,5,Nepal Airlines,Let,1995,Turbulence,weather,0
AV003384,1990,7,Lion Air,McDonnell Douglas,1979,Windshear / Microburst,crew error,0
AV003385,1976,6,Flydubai,Boeing,1980,Runway Excursion,weather,0
AV003386,1997,5,Allegiant Air,Convair,1986,Loss of Control - Inflight (LOC-I),mechanical,0
-,1990,6,Japan Airlines,BAC,1982,Runway Excursion,crew error,0
AV003388,2017,3,Cubana,Boeing,2000,Turbulence,weather,0
AV003389,1985,13,Air Arabia,Boeing,1980,Turbulence,crew error,2
AV003390,1979,9,easyJet,Lockheed,1970,Fire / Smoke,electrical,0
AV003391,1974,4,Vueling,Pilatus,1990,Turbulence,crew error,0
AV003392,1997,7,Pan American World Airways,Boeing,1977,Loss of Control - Inflight (LOC-I),weather,1
AV003393,2021,3,Pakistan International,Saab,2020,Controlled Flight into Terrain (CFIT),crew error,1
-,1970,6,Biman Bangladesh,Boeing,1990,Fuel Exhaustion,crew error,1
AV003395,1999,12,Tarom,Embraer,2000,Turbulence,weather,0
AV003396,2015,1,Sunwing Airlines,ATR,2015,Runway Incursion,ground vehicle,0
-,1972,13,China Eastern,Airbus,2010,Runway Excursion,runway condition,-1
AV003398,1973,2,Croatia Airlines,Embraer,2000,Controlled Flight into Terrain (CFIT),weather,1
-,1997,9,SriLankan Airlines,Embraer,2000,Runway Incursion,ground vehicle,0
AV003400,1995,3,Air France,Pilatus,1990,Midair Collision,ATC error,0
AV003401,1972,7,Asiana Airlines,Airbus,1990,Engine Failure,manufacturing,0
AV003402,2006,10,Pan American World Airways,Boeing,1991,Loss of Control - Inflight (LOC-I),crew error,-1
-,1989,7,United Airlines,McDonnell Douglas,1978,Fuel Exhaustion,crew error,1
AV003404,2013,1,Vietnam Airlines,Embraer,2000,Runway Excursion,weather,0
AV003405,2009,7,KLM,Airbus,1996,Midair Collision,ATC error,0
AV003406,2005,8,British Airways,Tupolev,2000,Runway Excursion,weather,0
AV003407,1988,7,Cubana,Boeing,2010,Runway Excursion,runway condition,0
AV003408,1978,6,easyJet,Cessna,1974,Loss of Control - Inflight (LOC-I),mechanical,0
AV003409,1988,9,Flybe,Airbus,1990,Runway Excursion,weather,0
AV003410,1973,11,Air Arabia,De Havilland,1970,Loss of Control - Inflight (LOC-I),weather,1
AV003411,1995,11,Korean Air,Airbus,2010,Bird Strike,environmental,0
AV003412,1974,10,Korean Air,McDonnell Douglas,1990,Controlled Flight into Terrain (CFIT),navigation,1
AV003413,1988,7,Pakistan International,Douglas,1963,Runway Incursion,ATC error,1
AV003414,1971,13,Azal,Airbus,1990,Gear Failure,mechanical,2
AV003415,1980,7,Cubana,Fokker,1970,Runway Incursion,ground vehicle,1
AV003416,1978,12,Wizz Air,Fokker,1980,Runway Excursion,runway condition,0
AV003417,1993,5,British Airways,Boeing,1976,Icing,crew error,0
AV003418,2003,10,Air China,Beechcraft,1998,Controlled Flight into Terrain (CFIT),crew error,1
-,1971,6,Air Transat,Fokker,1980,Controlled Flight into Terrain (CFIT),crew error,1
AV003420,2007,12,Croatia Airlines,Tupolev,1991,Engine Failure,maintenance,0
AV003421,2008,13,Ansett Australia,BAC/Aero,1996,Engine Failure,maintenance,2
-,1982,12,LOT Polish Airlines,Boeing,1978,Turbulence,crew error,0
AV003423,1995,9,Ethiopian Airlines,Sukhoi,2010,Loss of Control - Inflight (LOC-I),crew error,1
AV003424,1984,11,China Eastern,Boeing,2010,Engine Failure,maintenance,-1
AV003425,1975,13,SriLankan Airlines,Airbus,2010,Cargo Issue,loading error,2
AV003426,1989,10,Pan American World Airways,McDonnell Douglas,1990,Runway Excursion,weather,0
AV003427,1972,6,Turkish Airlines,Bombardier,1990,Turbulence,weather,1
AV003428,2009,9,Korean Air,Boeing,2006,Controlled Flight into Terrain (CFIT),weather,0
AV003429,2015,5,Thai Airways,Airbus,2010,Windshear / Microburst,crew error,0
AV003430,2005,10,Spirit Airlines,Boeing,1997,Midair Collision,crew error,0
AV003431,1991,5,GOL Airlines,Airbus,1980,Sabotage / Terrorism,terrorism,1
AV003432,1990,1,Azal,Bombardier,1990,Structural Failure,maintenance,1
AV003433,2022,11,Vietjet,McDonnell Douglas,2014,Loss of Control - Inflight (LOC-I),crew error,0
-,1978,13,Pan American World Airways,Bombardier,2000,Controlled Flight into Terrain (CFIT),crew error,2
AV003435,1972,2,Air Arabia,BAC/Aero,1970,Loss of Control - Inflight (LOC-I),crew error,-1
AV003436,1991,10,Iberia,Boeing,2010,Structural Failure,fatigue,0
AV003437,1981,13,Adria Airways,ATR,1980,Windshear / Microburst,crew error,2
AV003438,1981,2,ASKY Airlines,ATR,2010,Runway Excursion,weather,0
AV003439,1970,7,Malév,Boeing,1969,Fire / Smoke,cargo,0
AV003440,1992,2,Southwest Airlines,Cessna,1982,Turbulence,weather,0
AV003441,1979,13,Cebu Pacific,Airbus,1990,Controlled Flight into Terrain (CFIT),navigation,2
-,1976,5,Turkish Airlines,Fokker,1980,Sabotage / Terrorism,security breach,1
AV003443,1971,7,Vietnam Airlines,Boeing,2010,Runway Incursion,ground vehicle,0
AV003444,1982,5,Air Astana,Airbus,1980,Loss of Control - Inflight (LOC-I),weather,1
AV003445,2009,12,Transavia,Boeing,2010,Windshear / Microburst,crew error,0
AV003446,1981,9,Cathay Pacific,Yakovlev,1980,Engine Failure,maintenance,0
AV003447,1996,4,Air India,Antonov,1985,Engine Failure,mechanical,0
AV003448,2000,6,American Airlines,Boeing,1985,Controlled Flight into Terrain (CFIT),navigation,0
AV003449,1981,12,Croatia Airlines,Let,1970,Fuel Exhaustion,crew error,0
AV003450,2005,13,Philippine Airlines,Let,1999,Runway Excursion,crew error,2
AV003451,1997,1,Cameroon Airlines,ATR,1980,Turbulence,crew error,0
AV003452,1990,13,WestJet,BAC,1980,Sabotage / Terrorism,security breach,2
AV003453,1970,4,Azal,Airbus,1990,Loss of Control - Inflight (LOC-I),weather,1
AV003454,1971,3,Citilink,ATR,1980,Runway Incursion,ATC error,0
AV003455,2023,4,Aer Lingus,Boeing,2017,Turbulence,weather,0
-,2002,13,American Airlines,Boeing,1990,Runway Incursion,ATC error,2
AV003457,2016,7,Aeromexico,Airbus,2010,Turbulence,weather,0
AV003458,2012,7,Malév,McDonnell Douglas,1987,Engine Failure,mechanical,0
AV003459,1970,7,LOT Polish Airlines,Yakovlev,1980,Runway Excursion,crew error,0
AV003460,2003,11,Avianca,Vickers,1991,Bird Strike,environmental,-1
AV003461,1986,1,Transavia,Airbus,1990,Fuel Exhaustion,dispatch error,1
AV003462,2003,1,Aeroflot,Vickers,1987,Engine Failure,manufacturing,0
AV003463,1970,11,Pan American World Airways,Bombardier,2000,Runway Excursion,runway condition,0
-,1979,1,Ethiopian Airlines,Airbus,1980,Turbulence,crew error,-1
AV003465,2000,12,Scandinavian Airlines,Boeing,1996,Gear Failure,mechanical,0
AV003466,2003,1,Aeroflot,Tupolev,1986,Turbulence,crew error,0
AV003467,1993,8,Emirates,Airbus,2010,Runway Excursion,weather,-1
AV003468,1980,4,Singapore Airlines,Boeing,1970,Controlled Flight into Terrain (CFIT),weather,0
AV003469,1980,6,Eurowings,ATR,2010,Bird Strike,environmental,-1
AV003470,2020,8,TWA,De Havilland,2002,Loss of Control - Inflight (LOC-I),mechanical,1
AV003471,1985,12,Adria Airways,Airbus,2010,Runway Incursion,ground vehicle,0
AV003472,1986,4,China Eastern,Cessna,1970,Cargo Issue,loading error,0
AV003473,1990,4,Air Canada,Bombardier,2000,Controlled Flight into Terrain (CFIT),navigation,1
-,1984,8,Alitalia,Fokker,1990,Midair Collision,TCAS failure,1
AV003475,1990,3,Etihad Airways,Boeing,1990,Runway Excursion,runway condition,0
AV003476,1985,9,Biman Bangladesh,Vickers,1966,Controlled Flight into Terrain (CFIT),weather,1
AV003477,2006,2,Thomas Cook Airlines,Boeing,1988,Windshear / Microburst,crew error,-1
AV003478,2013,13,Pan American World Airways,Britten-Norman,1993,Structural Failure,fatigue,2
AV003479,2016,6,Sky Express,Piper,2009,Turbulence,weather,0
AV003480,1991,4,South African Airways,Boeing,2010,Turbulence,crew error,0
AV003481,1986,12,Ansett Australia,Airbus,2010,Fuel Exhaustion,crew error,0
AV003482,1998,12,SpiceJet,Boeing,2000,Bird Strike,environmental,0
-,2006,4,TUI Airways,Boeing,1982,Loss of Control - Inflight (LOC-I),mechanical,0
AV003484,1991,9,American Airlines,Fokker,1990,Bird Strike,wildlife,0
AV003485,1997,2,Avianca,Boeing,2000,Loss of Control - Inflight (LOC-I),crew error,1
AV003486,2000,10,Monarch Airlines,Boeing,1992,Controlled Flight into Terrain (CFIT),weather,0
-,1996,2,Cebu Pacific,Fokker,1987,Structural Failure,manufacturing,0
AV003488,2000,3,Swissair,Bombardier,2000,Fuel Exhaustion,dispatch error,0
-,1977,6,SriLankan Airlines,Boeing,2000,Engine Failure,manufacturing,-1
AV003490,1988,9,Ural Airlines,CASA,1985,Bird Strike,wildlife,-1
AV003491,1992,13,SriLankan Airlines,Boeing,1990,Controlled Flight into Terrain (CFIT),weather,-1
AV003492,1970,13,American Airlines,Airbus,1980,Turbulence,crew error,2
-,2008,5,SriLankan Airlines,Dornier,1997,Bird Strike,wildlife,0
AV003494,1993,9,Avianca,Boeing,2010,Controlled Flight into Terrain (CFIT),weather,1
AV003495,1974,2,Scandinavian Airlines,Boeing,1990,Loss of Control - Inflight (LOC-I),mechanical,1
AV003496,2005,12,Korean Air,Fokker,1995,Icing,crew error,0
AV003497,1998,2,Air France,Boeing,1984,Gear Failure,maintenance,0
AV003498,2001,8,Cameroon Airlines,McDonnell Douglas,1987,Runway Excursion,runway condition,0
-,1984,3,Turkish Airlines,Beechcraft,1980,Bird Strike,environmental,0
AV003500,2008,8,LATAM Airlines,Embraer,2000,Bird Strike,wildlife,0
AV003501,1984,7,Emirates,Yakovlev,1980,Runway Excursion,weather,0
AV003502,1991,5,Korean Air,Boeing,1990,Controlled Flight into Terrain (CFIT),weather,0
-,1970,6,LATAM Airlines,BAC/Aero,1970,Turbulence,weather,0
-,1995,13,Cubana,Yakovlev,1993,Structural Failure,manufacturing,2
AV003505,1998,7,Air Transat,Vickers,1969,Bird Strike,environmental,-1
AV003506,1991,3,ANA,Boeing,1989,Icing,weather,0
AV003507,1988,1,Air India,Boeing,1980,Loss of Control - Inflight (LOC-I),mechanical,-1
AV003508,2004,8,Air India,De Havilland,1999,Icing,de-icing failure,1
AV003509,1996,6,Ryanair,ATR,1988,Structural Failure,manufacturing,0
-,1979,5,Emirates,Airbus,1980,Fire / Smoke,cargo,0
AV003511,2019,1,Flydubai,BAC/Aero,2012,Structural Failure,maintenance,0
AV003512,1998,10,S7 Airlines,Boeing,1991,Windshear / Microburst,weather,0
AV003513,2023,6,Asiana Airlines,Bombardier,2008,Engine Failure,mechanical,0
AV003514,2020,5,Thomas Cook Airlines,Sud Aviation,2008,Loss of Control - Inflight (LOC-I),mechanical,0
AV003515,2014,12,United Airlines,Airbus,2010,Structural Failure,manufacturing,0
AV003516,2000,10,WestJet,Embraer,2000,Structural Failure,maintenance,0
AV003517,1993,7,Vueling,Boeing,1980,Loss of Control - Inflight (LOC-I),mechanical,1
AV003518,1975,3,Air Transat,Airbus,1990,Turbulence,weather,0
AV003519,1990,13,China Southern,Convair,1983,Gear Failure,maintenance,2
AV003520,2001,3,Air Arabia,Pilatus,2001,Engine Failure,maintenance,0
AV003521,1989,2,Nepal Airlines,Embraer,2000,Turbulence,weather,0
AV003522,2009,10,Monarch Airlines,Embraer,2000,Loss of Control - Inflight (LOC-I),crew error,-1
-,1973,5,Sabena,Boeing,1990,Runway Excursion,runway condition,0
AV003524,1983,10,Rossiya Airlines,Ilyushin,1973,Turbulence,crew error,0
AV003525,1988,5,Lufthansa,Douglas,1959,Engine Failure,manufacturing,0
AV003526,1985,13,Swiss International,Embraer,2000,Runway Excursion,weather,2
AV003527,1973,2,Vueling,Boeing,2010,Structural Failure,maintenance,1
AV003528,1975,13,Air India,McDonnell Douglas,1975,Runway Incursion,crew error,2
AV003529,2006,7,Air India,Boeing,2000,Runway Incursion,crew error,-1
AV003530,1987,5,Sabena,Boeing,2000,Loss of Control - Inflight (LOC-I),mechanical,1
AV003531,1971,8,Varig,Airbus,2000,Controlled Flight into Terrain (CFIT),crew error,1
AV003532,1970,5,Aeroflot,Airbus,1990,Midair Collision,ATC error,1
-,1987,9,Finnair,Fokker,1980,Icing,de-icing failure,0
AV003534,1975,7,Air Berlin,Let,1970,Runway Excursion,crew error,0
AV003535,1998,13,Aeroflot,CASA,1989,Gear Failure,maintenance,2
AV003536,2003,6,South African Airways,Airbus,1990,Structural Failure,maintenance,1
AV003537,1977,11,Tarom,Fokker,1980,Runway Incursion,crew error,1
AV003538,1992,9,Southwest Airlines,McDonnell Douglas,1977,Controlled Flight into Terrain (CFIT),navigation,1
AV003539,1975,2,Pakistan International,Convair,1966,Fire / Smoke,mechanical,0
AV003540,1980,1,Kenya Airways,Airbus,2010,Bird Strike,wildlife,0
AV003541,2011,2,MIAT Mongolian,Tupolev,1996,Turbulence,weather,-1
-,1990,5,Air Koryo,Fokker,1990,Bird Strike,environmental,0
AV003543,2010,2,Ethiopian Airlines,McDonnell Douglas,2007,Gear Failure,mechanical,0
AV003544,1977,3,Lion Air,CASA,1980,Controlled Flight into Terrain (CFIT),crew error,1
AV003545,1981,7,GOL Airlines,Sud Aviation,1969,Fire / Smoke,mechanical,0
AV003546,1987,13,Lufthansa,Airbus,2010,Icing,de-icing failure,-1
AV003547,1987,6,Air India,Convair,1979,Controlled Flight into Terrain (CFIT),crew error,1
-,2024,7,Lufthansa,Boeing,2010,Runway Incursion,crew error,0
-,1973,9,Aeromexico,Boeing,2010,Controlled Flight into Terrain (CFIT),weather,1
AV003550,2007,11,IndiGo,Airbus,1998,Gear Failure,maintenance,0
AV003551,2008,4,Vietjet,Pilatus,2000,Engine Failure,mechanical,0
AV003552,1990,5,Monarch Airlines,Boeing,1990,Fire / Smoke,electrical,0
AV003553,1982,8,SriLankan Airlines,McDonnell Douglas,1990,Windshear / Microburst,weather,1
AV003554,1989,3,Korean Air,Boeing,1970,Windshear / Microburst,weather,0
AV003555,1980,9,Aeroflot,Boeing,1966,Engine Failure,mechanical,0
AV003556,2004,7,TUI Airways,ATR,2010,Runway Excursion,runway condition,0
AV003557,1988,5,Ansett Australia,De Havilland,1980,Bird Strike,environmental,0
AV003558,2015,13,Etihad Airways,Vickers,2013,Turbulence,crew error,2
AV003559,1994,9,Alitalia,Boeing,1990,Bird Strike,environmental,-1
-,1988,7,Wizz Air,Cessna,1985,Cargo Issue,loading error,0
AV003561,1998,13,American Airlines,Dornier,1990,Bird Strike,environmental,2
AV003562,1988,5,British Airways,Bombardier,1990,Runway Incursion,ATC error,1
AV003563,2012,1,TWA,Ilyushin,2005,Turbulence,crew error,0
AV003564,1976,13,Mexicana de Aviación,Ilyushin,1970,Bird Strike,environmental,2
AV003565,2021,10,Sky Express,Embraer,2018,Cargo Issue,loading error,0
AV003566,2005,12,Thai Airways,Sud Aviation,1986,Runway Excursion,weather,0
